datetime,000488,002380,cash,commission,total,returns,equity_curve,drawdown
2001-08-31,0.0,,100000.0,0.0,,,,
2001-09-03,0.0,,100000.0,0.0,,,,
2001-09-04,0.0,,100000.0,0.0,,,,
2001-09-05,0.0,,100000.0,0.0,,,,
2001-09-07,0.0,,100000.0,0.0,,,,
2001-09-10,0.0,,100000.0,0.0,,,,
2001-09-11,0.0,,100000.0,0.0,,,,
2001-09-12,0.0,,100000.0,0.0,,,,
2001-09-13,0.0,,100000.0,0.0,,,,
2001-09-14,0.0,,100000.0,0.0,,,,
2001-09-17,0.0,,100000.0,0.0,,,,
2001-09-18,0.0,,100000.0,0.0,,,,
2001-09-19,0.0,,100000.0,0.0,,,,
2001-09-20,0.0,,100000.0,0.0,,,,
2001-09-21,0.0,,100000.0,0.0,,,,
2001-09-24,0.0,,100000.0,0.0,,,,
2001-09-25,0.0,,100000.0,0.0,,,,
2001-09-26,0.0,,100000.0,0.0,,,,
2001-09-27,0.0,,100000.0,0.0,,,,
2001-09-28,0.0,,100000.0,0.0,,,,
2001-10-08,0.0,,100000.0,0.0,,,,
2001-10-09,0.0,,100000.0,0.0,,,,
2001-10-10,0.0,,100000.0,0.0,,,,
2001-10-11,0.0,,100000.0,0.0,,,,
2001-10-12,0.0,,100000.0,0.0,,,,
2001-10-15,0.0,,100000.0,0.0,,,,
2001-10-16,0.0,,100000.0,0.0,,,,
2001-10-17,0.0,,100000.0,0.0,,,,
2001-10-18,0.0,,100000.0,0.0,,,,
2001-10-19,0.0,,100000.0,0.0,,,,
2001-10-22,0.0,,100000.0,0.0,,,,
2001-10-23,0.0,,100000.0,0.0,,,,
2001-10-24,0.0,,100000.0,0.0,,,,
2001-10-25,0.0,,100000.0,0.0,,,,
2001-10-26,0.0,,100000.0,0.0,,,,
2001-10-29,0.0,,100000.0,0.0,,,,
2001-10-30,0.0,,100000.0,0.0,,,,
2001-10-31,0.0,,100000.0,0.0,,,,
2001-11-01,0.0,,100000.0,0.0,,,,
2001-11-02,0.0,,100000.0,0.0,,,,
2001-11-05,0.0,,100000.0,0.0,,,,
2001-11-06,0.0,,100000.0,0.0,,,,
2001-11-07,0.0,,100000.0,0.0,,,,
2001-11-08,0.0,,100000.0,0.0,,,,
2001-11-09,0.0,,100000.0,0.0,,,,
2001-11-12,0.0,,100000.0,0.0,,,,
2001-11-13,0.0,,100000.0,0.0,,,,
2001-11-14,0.0,,100000.0,0.0,,,,
2001-11-15,0.0,,100000.0,0.0,,,,
2001-11-16,0.0,,100000.0,0.0,,,,
2001-11-19,0.0,,100000.0,0.0,,,,
2001-11-20,0.0,,100000.0,0.0,,,,
2001-11-21,0.0,,100000.0,0.0,,,,
2001-11-22,0.0,,100000.0,0.0,,,,
2001-11-23,0.0,,100000.0,0.0,,,,
2001-11-26,0.0,,100000.0,0.0,,,,
2001-11-27,0.0,,100000.0,0.0,,,,
2001-11-28,0.0,,100000.0,0.0,,,,
2001-11-29,0.0,,100000.0,0.0,,,,
2001-11-30,0.0,,100000.0,0.0,,,,
2001-12-03,0.0,,100000.0,0.0,,,,
2001-12-04,0.0,,100000.0,0.0,,,,
2001-12-05,0.0,,100000.0,0.0,,,,
2001-12-06,0.0,,100000.0,0.0,,,,
2001-12-07,0.0,,100000.0,0.0,,,,
2001-12-10,0.0,,100000.0,0.0,,,,
2001-12-11,0.0,,100000.0,0.0,,,,
2001-12-12,0.0,,100000.0,0.0,,,,
2001-12-13,0.0,,100000.0,0.0,,,,
2001-12-14,0.0,,100000.0,0.0,,,,
2001-12-17,0.0,,100000.0,0.0,,,,
2001-12-18,0.0,,100000.0,0.0,,,,
2001-12-19,0.0,,100000.0,0.0,,,,
2001-12-20,0.0,,100000.0,0.0,,,,
2001-12-21,0.0,,100000.0,0.0,,,,
2001-12-24,0.0,,100000.0,0.0,,,,
2001-12-25,0.0,,100000.0,0.0,,,,
2001-12-26,0.0,,100000.0,0.0,,,,
2001-12-27,0.0,,100000.0,0.0,,,,
2001-12-28,0.0,,100000.0,0.0,,,,
2001-12-31,0.0,,100000.0,0.0,,,,
2002-01-04,0.0,,100000.0,0.0,,,,
2002-01-07,0.0,,100000.0,0.0,,,,
2002-01-08,0.0,,100000.0,0.0,,,,
2002-01-09,0.0,,100000.0,0.0,,,,
2002-01-10,0.0,,100000.0,0.0,,,,
2002-01-11,0.0,,100000.0,0.0,,,,
2002-01-14,0.0,,100000.0,0.0,,,,
2002-01-15,0.0,,100000.0,0.0,,,,
2002-01-16,0.0,,100000.0,0.0,,,,
2002-01-17,0.0,,100000.0,0.0,,,,
2002-01-18,0.0,,100000.0,0.0,,,,
2002-01-21,0.0,,100000.0,0.0,,,,
2002-01-22,0.0,,100000.0,0.0,,,,
2002-01-23,0.0,,100000.0,0.0,,,,
2002-01-24,0.0,,100000.0,0.0,,,,
2002-01-25,0.0,,100000.0,0.0,,,,
2002-01-28,0.0,,100000.0,0.0,,,,
2002-01-29,0.0,,100000.0,0.0,,,,
2002-01-30,0.0,,100000.0,0.0,,,,
2002-01-31,0.0,,100000.0,0.0,,,,
2002-02-01,0.0,,100000.0,0.0,,,,
2002-02-04,0.0,,100000.0,0.0,,,,
2002-02-05,0.0,,100000.0,0.0,,,,
2002-02-06,0.0,,100000.0,0.0,,,,
2002-02-07,0.0,,100000.0,0.0,,,,
2002-02-08,0.0,,100000.0,0.0,,,,
2002-02-25,0.0,,100000.0,0.0,,,,
2002-02-26,0.0,,100000.0,0.0,,,,
2002-02-27,0.0,,100000.0,0.0,,,,
2002-02-28,0.0,,100000.0,0.0,,,,
2002-03-01,0.0,,100000.0,0.0,,,,
2002-03-04,0.0,,100000.0,0.0,,,,
2002-03-05,0.0,,100000.0,0.0,,,,
2002-03-06,0.0,,100000.0,0.0,,,,
2002-03-07,0.0,,100000.0,0.0,,,,
2002-03-08,0.0,,100000.0,0.0,,,,
2002-03-11,0.0,,100000.0,0.0,,,,
2002-03-12,0.0,,100000.0,0.0,,,,
2002-03-13,0.0,,100000.0,0.0,,,,
2002-03-14,0.0,,100000.0,0.0,,,,
2002-03-15,0.0,,100000.0,0.0,,,,
2002-03-18,0.0,,100000.0,0.0,,,,
2002-03-19,0.0,,100000.0,0.0,,,,
2002-03-20,0.0,,100000.0,0.0,,,,
2002-03-21,0.0,,100000.0,0.0,,,,
2002-03-22,0.0,,100000.0,0.0,,,,
2002-03-25,0.0,,100000.0,0.0,,,,
2002-03-26,0.0,,100000.0,0.0,,,,
2002-03-27,0.0,,100000.0,0.0,,,,
2002-03-28,0.0,,100000.0,0.0,,,,
2002-03-29,0.0,,100000.0,0.0,,,,
2002-04-01,0.0,,100000.0,0.0,,,,
2002-04-02,0.0,,100000.0,0.0,,,,
2002-04-03,0.0,,100000.0,0.0,,,,
2002-04-04,0.0,,100000.0,0.0,,,,
2002-04-05,0.0,,100000.0,0.0,,,,
2002-04-08,0.0,,100000.0,0.0,,,,
2002-04-09,0.0,,100000.0,0.0,,,,
2002-04-10,0.0,,100000.0,0.0,,,,
2002-04-11,0.0,,100000.0,0.0,,,,
2002-04-12,0.0,,100000.0,0.0,,,,
2002-04-15,0.0,,100000.0,0.0,,,,
2002-04-16,0.0,,100000.0,0.0,,,,
2002-04-17,0.0,,100000.0,0.0,,,,
2002-04-18,0.0,,100000.0,0.0,,,,
2002-04-19,0.0,,100000.0,0.0,,,,
2002-04-22,0.0,,100000.0,0.0,,,,
2002-04-23,0.0,,100000.0,0.0,,,,
2002-04-24,0.0,,100000.0,0.0,,,,
2002-04-25,0.0,,100000.0,0.0,,,,
2002-04-26,0.0,,100000.0,0.0,,,,
2002-04-29,0.0,,100000.0,0.0,,,,
2002-04-30,0.0,,100000.0,0.0,,,,
2002-05-08,0.0,,100000.0,0.0,,,,
2002-05-09,0.0,,100000.0,0.0,,,,
2002-05-10,0.0,,100000.0,0.0,,,,
2002-05-13,0.0,,100000.0,0.0,,,,
2002-05-14,0.0,,100000.0,0.0,,,,
2002-05-15,0.0,,100000.0,0.0,,,,
2002-05-16,0.0,,100000.0,0.0,,,,
2002-05-17,0.0,,100000.0,0.0,,,,
2002-05-20,0.0,,100000.0,0.0,,,,
2002-05-21,0.0,,100000.0,0.0,,,,
2002-05-22,0.0,,100000.0,0.0,,,,
2002-05-23,0.0,,100000.0,0.0,,,,
2002-05-24,0.0,,100000.0,0.0,,,,
2002-05-27,0.0,,100000.0,0.0,,,,
2002-05-28,0.0,,100000.0,0.0,,,,
2002-05-29,0.0,,100000.0,0.0,,,,
2002-05-30,0.0,,100000.0,0.0,,,,
2002-05-31,0.0,,100000.0,0.0,,,,
2002-06-03,0.0,,100000.0,0.0,,,,
2002-06-04,0.0,,100000.0,0.0,,,,
2002-06-05,0.0,,100000.0,0.0,,,,
2002-06-06,0.0,,100000.0,0.0,,,,
2002-06-07,0.0,,100000.0,0.0,,,,
2002-06-10,0.0,,100000.0,0.0,,,,
2002-06-11,0.0,,100000.0,0.0,,,,
2002-06-12,0.0,,100000.0,0.0,,,,
2002-06-13,0.0,,100000.0,0.0,,,,
2002-06-14,0.0,,100000.0,0.0,,,,
2002-06-17,0.0,,100000.0,0.0,,,,
2002-06-18,0.0,,100000.0,0.0,,,,
2002-06-19,0.0,,100000.0,0.0,,,,
2002-06-20,0.0,,100000.0,0.0,,,,
2002-06-21,0.0,,100000.0,0.0,,,,
2002-06-24,0.0,,100000.0,0.0,,,,
2002-06-25,0.0,,100000.0,0.0,,,,
2002-06-26,0.0,,100000.0,0.0,,,,
2002-06-28,0.0,,100000.0,0.0,,,,
2002-07-01,0.0,,100000.0,0.0,,,,
2002-07-02,0.0,,100000.0,0.0,,,,
2002-07-03,0.0,,100000.0,0.0,,,,
2002-07-04,0.0,,100000.0,0.0,,,,
2002-07-05,0.0,,100000.0,0.0,,,,
2002-07-08,0.0,,100000.0,0.0,,,,
2002-07-09,0.0,,100000.0,0.0,,,,
2002-07-10,0.0,,100000.0,0.0,,,,
2002-07-11,0.0,,100000.0,0.0,,,,
2002-07-12,0.0,,100000.0,0.0,,,,
2002-07-15,0.0,,100000.0,0.0,,,,
2002-07-16,0.0,,100000.0,0.0,,,,
2002-07-17,0.0,,100000.0,0.0,,,,
2002-07-18,0.0,,100000.0,0.0,,,,
2002-07-19,0.0,,100000.0,0.0,,,,
2002-07-22,0.0,,100000.0,0.0,,,,
2002-07-23,0.0,,100000.0,0.0,,,,
2002-07-24,0.0,,100000.0,0.0,,,,
2002-07-25,0.0,,100000.0,0.0,,,,
2002-07-26,0.0,,100000.0,0.0,,,,
2002-07-29,0.0,,100000.0,0.0,,,,
2002-07-30,0.0,,100000.0,0.0,,,,
2002-07-31,0.0,,100000.0,0.0,,,,
2002-08-01,0.0,,100000.0,0.0,,,,
2002-08-02,0.0,,100000.0,0.0,,,,
2002-08-05,0.0,,100000.0,0.0,,,,
2002-08-06,0.0,,100000.0,0.0,,,,
2002-08-07,0.0,,100000.0,0.0,,,,
2002-08-08,0.0,,100000.0,0.0,,,,
2002-08-09,0.0,,100000.0,0.0,,,,
2002-08-12,0.0,,100000.0,0.0,,,,
2002-08-13,0.0,,100000.0,0.0,,,,
2002-08-14,0.0,,100000.0,0.0,,,,
2002-08-15,0.0,,100000.0,0.0,,,,
2002-08-16,0.0,,100000.0,0.0,,,,
2002-08-19,0.0,,100000.0,0.0,,,,
2002-08-20,0.0,,100000.0,0.0,,,,
2002-08-21,0.0,,100000.0,0.0,,,,
2002-08-22,0.0,,100000.0,0.0,,,,
2002-08-23,0.0,,100000.0,0.0,,,,
2002-08-26,0.0,,100000.0,0.0,,,,
2002-08-27,0.0,,100000.0,0.0,,,,
2002-08-28,0.0,,100000.0,0.0,,,,
2002-08-29,0.0,,100000.0,0.0,,,,
2002-08-30,0.0,,100000.0,0.0,,,,
2002-09-02,0.0,,100000.0,0.0,,,,
2002-09-03,0.0,,100000.0,0.0,,,,
2002-09-04,0.0,,100000.0,0.0,,,,
2002-09-05,0.0,,100000.0,0.0,,,,
2002-09-06,0.0,,100000.0,0.0,,,,
2002-09-09,0.0,,100000.0,0.0,,,,
2002-09-10,0.0,,100000.0,0.0,,,,
2002-09-11,0.0,,100000.0,0.0,,,,
2002-09-12,0.0,,100000.0,0.0,,,,
2002-09-13,0.0,,100000.0,0.0,,,,
2002-09-16,0.0,,100000.0,0.0,,,,
2002-09-17,0.0,,100000.0,0.0,,,,
2002-09-18,0.0,,100000.0,0.0,,,,
2002-09-19,0.0,,100000.0,0.0,,,,
2002-09-20,0.0,,100000.0,0.0,,,,
2002-09-23,0.0,,100000.0,0.0,,,,
2002-09-24,0.0,,100000.0,0.0,,,,
2002-09-25,0.0,,100000.0,0.0,,,,
2002-09-26,0.0,,100000.0,0.0,,,,
2002-09-27,0.0,,100000.0,0.0,,,,
2002-10-08,0.0,,100000.0,0.0,,,,
2002-10-09,0.0,,100000.0,0.0,,,,
2002-10-10,0.0,,100000.0,0.0,,,,
2002-10-11,0.0,,100000.0,0.0,,,,
2002-10-14,0.0,,100000.0,0.0,,,,
2002-10-15,0.0,,100000.0,0.0,,,,
2002-10-16,0.0,,100000.0,0.0,,,,
2002-10-17,0.0,,100000.0,0.0,,,,
2002-10-18,0.0,,100000.0,0.0,,,,
2002-10-21,0.0,,100000.0,0.0,,,,
2002-10-22,0.0,,100000.0,0.0,,,,
2002-10-23,0.0,,100000.0,0.0,,,,
2002-10-24,0.0,,100000.0,0.0,,,,
2002-10-25,0.0,,100000.0,0.0,,,,
2002-10-28,0.0,,100000.0,0.0,,,,
2002-10-29,0.0,,100000.0,0.0,,,,
2002-10-30,0.0,,100000.0,0.0,,,,
2002-10-31,0.0,,100000.0,0.0,,,,
2002-11-01,0.0,,100000.0,0.0,,,,
2002-11-04,410.1,,99577.6,1.3,,,,
2002-11-05,414.59999999999997,,99577.6,1.3,,,,
2002-11-06,410.1,,99577.6,1.3,,,,
2002-11-07,419.09999999999997,,99577.6,1.3,,,,
2002-11-08,420.3,,99577.6,1.3,,,,
2002-11-11,424.9,,99577.6,1.3,,,,
2002-11-12,432.4,,99577.6,1.3,,,,
2002-11-13,433.90000000000003,,99577.6,1.3,,,,
2002-11-14,441.9,,99577.6,1.3,,,,
2002-11-15,440.2,,99577.6,1.3,,,,
2002-11-18,439.40000000000003,,99577.6,1.3,,,,
2002-11-19,431.1,,99577.6,1.3,,,,
2002-11-20,417.3,,99577.6,1.3,,,,
2002-11-21,412.8,,99577.6,1.3,,,,
2002-11-22,426.40000000000003,,99577.6,1.3,,,,
2002-11-25,424.9,,99577.6,1.3,,,,
2002-11-26,418.29999999999995,,99577.6,1.3,,,,
2002-11-27,426.1,,99577.6,1.3,,,,
2002-11-28,418.6,,99577.6,1.3,,,,
2002-11-29,416.3,,99577.6,1.3,,,,
2002-12-02,404.3,,99577.6,1.3,,,,
2002-12-03,404.0,,99577.6,1.3,,,,
2002-12-04,402.29999999999995,,99577.6,1.3,,,,
2002-12-05,401.0,,99577.6,1.3,,,,
2002-12-06,407.30000000000007,,99577.6,1.3,,,,
2002-12-09,408.1,,99577.6,1.3,,,,
2002-12-10,405.3,,99577.6,1.3,,,,
2002-12-11,401.0,,99577.6,1.3,,,,
2002-12-12,396.5,,99577.6,1.3,,,,
2002-12-13,398.5,,99577.6,1.3,,,,
2002-12-16,402.79999999999995,,99577.6,1.3,,,,
2002-12-17,408.8,,99577.6,1.3,,,,
2002-12-18,408.3,,99577.6,1.3,,,,
2002-12-19,408.3,,99577.6,1.3,,,,
2002-12-20,415.59999999999997,,99577.6,1.3,,,,
2002-12-23,412.6,,99577.6,1.3,,,,
2002-12-24,415.29999999999995,,99577.6,1.3,,,,
2002-12-25,419.80000000000007,,99577.6,1.3,,,,
2002-12-26,415.59999999999997,,99577.6,1.3,,,,
2002-12-27,415.09999999999997,,99577.6,1.3,,,,
2002-12-30,416.09999999999997,,99577.6,1.3,,,,
2002-12-31,418.1,,99577.6,1.3,,,,
2003-01-02,398.0,,99577.6,1.3,,,,
2003-01-03,393.5,,99577.6,1.3,,,,
2003-01-06,391.8,,99577.6,1.3,,,,
2003-01-07,387.2,,99577.6,1.3,,,,
2003-01-08,379.7,,99577.6,1.3,,,,
2003-01-09,387.5,,99577.6,1.3,,,,
2003-01-10,386.0,,99577.6,1.3,,,,
2003-01-13,390.7,,99577.6,1.3,,,,
2003-01-14,395.0,,99577.6,1.3,,,,
2003-01-15,396.8,,99577.6,1.3,,,,
2003-01-16,400.3,,99577.6,1.3,,,,
2003-01-17,405.0,,99577.6,1.3,,,,
2003-01-20,399.0,,99577.6,1.3,,,,
2003-01-21,398.0,,99577.6,1.3,,,,
2003-01-22,394.5,,99577.6,1.3,,,,
2003-01-23,401.79999999999995,,99577.6,1.3,,,,
2003-01-24,403.5,,99577.6,1.3,,,,
2003-01-27,416.09999999999997,,99577.6,1.3,,,,
2003-01-28,413.1,,99577.6,1.3,,,,
2003-01-29,419.09999999999997,,99577.6,1.3,,,,
2003-02-10,413.8,,99577.6,1.3,,,,
2003-02-11,415.59999999999997,,99577.6,1.3,,,,
2003-02-12,416.09999999999997,,99577.6,1.3,,,,
2003-02-13,416.8,,99577.6,1.3,,,,
2003-02-14,417.3,,99577.6,1.3,,,,
2003-02-17,414.29999999999995,,99577.6,1.3,,,,
2003-02-18,413.8,,99577.6,1.3,,,,
2003-02-19,415.8,,99577.6,1.3,,,,
2003-02-20,413.3,,99577.6,1.3,,,,
2003-02-21,406.79999999999995,,99577.6,1.3,,,,
2003-02-24,403.3,,99577.6,1.3,,,,
2003-02-25,407.0,,99577.6,1.3,,,,
2003-02-26,407.59999999999997,,99577.6,1.3,,,,
2003-02-27,409.1,,99577.6,1.3,,,,
2003-02-28,413.1,,99577.6,1.3,,,,
2003-03-03,421.1,,99577.6,1.3,,,,
2003-03-04,421.3,,99577.6,1.3,,,,
2003-03-05,423.4,,99577.6,1.3,,,,
2003-03-06,423.4,,99577.6,1.3,,,,
2003-03-07,420.6,,99577.6,1.3,,,,
2003-03-10,414.59999999999997,,99577.6,1.3,,,,
2003-03-11,412.8,,99577.6,1.3,,,,
2003-03-12,417.3,,99577.6,1.3,,,,
2003-03-13,421.1,,99577.6,1.3,,,,
2003-03-14,426.90000000000003,,99577.6,1.3,,,,
2003-03-17,422.3,,99577.6,1.3,,,,
2003-03-18,422.6,,99577.6,1.3,,,,
2003-03-19,415.59999999999997,,99577.6,1.3,,,,
